TENSE.Future.FUT.AUX	Serbian	0.759
TENSE.Future.FUT.AUX	Croatian	0.807
TENSE.Future.FUT.AUX	Bulgarian	0.614
TENSE.Future.FUT.AUX	Old_Church_Slavonic	0.776
TENSE.Future.FUT.AUX	Ukrainian	0.664
TENSE.Future.FUT.AUX	Russian	0.787
TENSE.Future.FUT.AUX	Old_Russian	0.925
TENSE.Future.FUT.AUX	Old_Prussian	0.411
TENSE.Future.FUT.AUX	Lithuanian	0.552
TENSE.Future.FUT.AUX	Latvian	0.514
TENSE.Future.FUT.AUX	Modern_Armenian	0.569
TENSE.Future.FUT.AUX	Modern_Greek	0.188
TENSE.Future.FUT.AUX	Middle_Greek	0.102
TENSE.Future.FUT.AUX	Classical_Greek	0.421
TENSE.Future.FUT.AUX	Tocharian_B	0.504
TENSE.Future.FUT.AUX	Tocharian_A	0.482
TENSE.Future.FUT.AUX	Luwian	0.539
TENSE.Future.FUT.AUX	Hittite	1
