Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Albanian_Tosk	0.554
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Romansh	0.229
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Ladin	0.232
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Friulian	0.261
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Spanish	0.498
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Old_Spanish	0.693
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Provençal	0.39
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Old_Provençal	0.383
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Portuguese	0.511
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Old_Portuguese	0.698
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Walloon	0.24
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	French	0.251
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Old_French	0.357
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Catalan	0.262
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Sicilian	0.269
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Italian	0.527
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Old_Italian	0.663
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Romanian	1
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Sardinian	0.137
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Latin	0.092
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Scottish_Gaelic	0.858
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Manx	0.86
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Irish	0.848
Word.order.Clitic.pronouns.infinitive.2nd.position.Word.order.Clitic.pronouns.infinitive.OV.Word.order.Clitic.pronouns.infinitive.VO	Middle_Irish	0.995
